record,name,selling_price,model_year,vehicle_age,km_driven,seats,fuel_type,seller_type,transmission,owner,mileage,engine,max_power,brand
2338,Maruti Alto STD,114999,2009,12,100000,5,3,1,2,1,19.7,796,46,Maruti
2339,Hyundai EON D Lite Plus,215000,2014,7,40000,5,3,1,2,1,21.1,814,55,Hyundai
2340,Maruti SX4 Vxi BSIII,150000,2009,12,110000,5,3,1,2,1,15,1586,104,Maruti
2341,Maruti Ertiga VDI,575000,2015,6,60000,7,4,2,2,1,25.47,1248,88,Maruti
2342,Maruti Swift Dzire VDI,650000,2016,5,50000,5,4,1,2,1,26.59,1248,74,Maruti
2343,Hyundai i20 Asta 1.4 CRDi,380000,2013,8,110000,5,4,1,2,2,21.27,1396,88,Hyundai
2344,Maruti Swift VXI,371000,2013,8,67082,5,3,2,2,2,21.21,1197,81,Maruti
2345,Maruti Swift Dzire VXi,350000,2012,9,30000,5,3,1,2,1,17.5,1298,85,Maruti
2346,Mahindra Bolero 2011-2019 ZLX BSIII,530000,2014,7,120000,7,4,1,2,3,15.96,2523,62,Mahindra
2347,Maruti Swift VXI,330000,2012,9,50000,5,3,1,2,2,18.6,1197,85,Maruti
2348,Hyundai Accent GLE,80000,2007,14,120000,5,3,1,2,2,13.2,1495,94,Hyundai
2349,Mahindra XUV500 W8 4WD,800000,2013,8,150000,7,4,1,2,2,15.1,2179,140,Mahindra
2350,Toyota Fortuner 2.8 4WD AT BSIV,3200000,2020,1,3000,7,4,1,1,1,15.04,2755,174,Toyota
2351,Ford Figo Diesel ZXI,229999,2011,10,40000,5,4,1,2,2,20,1399,68,Ford
2352,Ford Ecosport 1.5 Petrol Titanium,599000,2016,5,39000,5,3,2,2,1,15.9,1496,120,Ford
2353,Maruti Dzire VXI,580000,2020,1,70000,5,3,1,2,1,23.26,1197,88,Maruti
2354,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
2355,Chevrolet Trailblazer LTZ 4X2 AT,1295000,2016,5,46000,7,4,2,1,2,11.45,2776,197,Chevrolet
2356,Volvo V40 D3 R-Design,2475000,2018,3,2000,5,4,2,1,1,16.8,1984,150,Volvo
2357,Mahindra Bolero DI BSIII,390000,2011,10,120000,7,4,1,2,4,13.6,2523,63,Mahindra
2358,Tata Indica V2 eLS,290000,2017,4,40000,5,4,1,2,1,25,1396,69,Tata
2359,BMW 5 Series 520d Sport Line,4000000,2018,3,10000,5,4,2,1,1,22.48,1995,187,BMW
2360,Mercedes-Benz New C-Class 220 CDI AT,1425000,2013,8,59000,5,4,2,1,1,14.84,2143,170,Mercedes-Benz
2361,Tata Manza Aura (ABS) Quadrajet BS IV,210000,2010,11,120000,5,4,1,2,1,21.12,1248,88,Tata
2362,Maruti Swift VXI,325000,2013,8,150000,5,3,1,2,2,18.6,1197,85,Maruti
2363,Renault Triber RXZ BSIV,700000,2019,2,6500,7,3,1,2,1,20,999,72,Renault
2364,Hyundai Xcent 1.1 CRDi Base,455000,2014,7,42312,5,4,2,2,1,24.4,1120,71,Hyundai
2365,Maruti Alto 800 LXI Airbag,250000,2015,6,70000,5,3,1,2,1,22.74,796,47,Maruti
2366,Renault KWID 1.0 RXT Optional,350000,2016,5,25000,5,3,1,2,1,23.01,999,67,Renault
2367,Tata Indica V2 DLS TC,80000,2007,14,110000,5,4,1,2,3,16.8,1405,62,Tata
2368,Toyota Innova Crysta 2.8 GX AT BSIV,1630000,2016,5,40000,7,4,1,1,2,11.36,2755,171,Toyota
2369,Chevrolet Sail Hatchback Diesel,225000,2013,8,100000,5,4,1,2,2,22.1,1248,76,Chevrolet
2370,Chevrolet Beat Diesel LT Option,140000,2011,10,70000,5,4,1,2,4,25.44,936,57,Chevrolet
2371,Mahindra Bolero 2011-2019 Special Edition,600000,2015,6,40000,7,4,1,2,1,15.96,2523,62,Mahindra
2372,Tata Indigo CR4,290000,2013,8,25000,5,4,1,2,1,23.57,1396,70,Tata
2373,Maruti Ertiga VDI,600000,2013,8,184000,7,4,1,2,1,20.77,1248,88,Maruti
2374,Volkswagen Vento 1.5 TDI Comfortline,560000,2015,6,43001,5,4,2,2,1,22.27,1498,108,Volkswagen
2375,Ford Fiesta 1.4 Duratorq ZXI,180000,2006,15,114321,5,4,1,2,2,17.8,1399,68,Ford
2376,Renault KWID RXT Optional,295000,2016,5,60000,5,3,1,2,1,25.17,799,53,Renault
2377,Maruti Alto K10 VXI,250000,2017,4,20000,5,3,1,2,1,23.95,998,67,Maruti
2378,Tata Winger Deluxe - Flat Roof (Non-AC),235000,2010,11,50000,14,4,1,2,1,10.71,1948,90,Tata
2379,Renault Triber RXT BSIV,600000,2019,2,5000,7,3,1,2,1,20,999,72,Renault
2380,Tata Nano Cx BSIII,60000,2012,9,40000,4,3,1,2,2,25.4,624,38,Tata
2381,Renault Duster 85PS Diesel RxE,520000,2014,7,120000,5,4,1,2,1,20.45,1461,83,Renault
2382,Renault Duster 110PS Diesel RxZ,320000,2012,9,110000,5,4,1,2,3,19.01,1461,108,Renault
2383,Mahindra Supro LX 8 Str,400000,2018,3,50000,8,4,1,2,1,23.5,909,45,Mahindra
2384,Maruti Wagon R Duo Lxi,300000,2012,9,60000,5,2,1,2,1,26.2,998,58,Maruti
2385,Chevrolet Enjoy 1.3 TCDi LS 8,525000,2016,5,80000,8,4,1,2,1,18.2,1248,73,Chevrolet
2386,Maruti Alto LX,135000,2007,14,57000,5,3,1,2,1,19.7,796,46,Maruti
2387,Maruti 800 Std,40000,1999,22,40000,4,3,1,2,2,16.1,796,37,Maruti
2388,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,525000,2009,12,217000,8,4,1,2,4,12.8,2494,102,Toyota
2389,Maruti Vitara Brezza VDi Option,775000,2017,4,100000,5,4,1,2,1,24.3,1248,88,Maruti
2390,Maruti SX4 Green Vxi (CNG),250000,2010,11,90000,5,1,1,2,2,21.4,1586,103,Maruti
2391,Jeep Wrangler 2016-2019 3.6 4X4,4100000,2017,4,17000,5,3,1,1,1,9,3604,280,Jeep
2392,Fiat Punto Pure 1.2L FIRE,265000,2016,5,33003,5,3,1,2,1,15.7,1172,67,Fiat
2393,Volkswagen Polo 1.5 TDI Highline,520000,2015,6,110000,5,4,1,2,2,20.14,1498,88,Volkswagen
2394,Maruti Wagon R LXI Minor,114999,2008,13,100000,5,3,1,2,2,18.9,1061,67,Maruti
2395,Mahindra XUV500 W4,605000,2014,7,80000,7,4,1,2,2,15.1,2179,140,Mahindra
2396,Maruti Swift Dzire VXI,400000,2014,7,100000,5,3,1,2,2,19.1,1197,85,Maruti
2397,Maruti 800 DX,40000,1999,22,50000,4,3,1,2,2,16.1,796,37,Maruti
2398,Maruti Wagon R LXI,225000,2013,8,58343,5,3,3,2,1,21.79,998,67,Maruti
2399,Hyundai i20 1.2 Spotz,650000,2017,4,20000,5,3,1,2,1,18.6,1197,81,Hyundai
2400,Tata Tiago 1.2 Revotron XT,409999,2018,3,35000,5,3,1,2,2,23.84,1199,84,Tata
2401,Honda City i DTec VX,1000000,2016,5,50000,5,4,1,2,2,26,1498,98,Honda
2402,Maruti Ertiga VDI,545000,2014,7,110000,7,4,1,2,1,20.77,1248,88,Maruti
2403,Maruti Swift VDI BSIV,484999,2015,6,30000,5,4,1,2,1,25.2,1248,74,Maruti
2404,Maruti Swift Dzire ZDI,754000,2017,4,40000,5,4,1,2,1,28.4,1248,74,Maruti
2405,Hyundai Verna Transform CRDi VGT SX ABS,320000,2010,11,70000,5,4,1,2,2,16.2,1493,110,Hyundai
2406,BMW 6 Series GT 630d Luxury Line,6000000,2018,3,28156,4,4,2,1,1,17.09,2993,261,BMW
2407,Mahindra XUV500 W8 2WD,650000,2014,7,90000,7,4,1,2,2,15.1,2179,140,Mahindra
2408,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,780000,2016,5,60000,5,4,2,2,1,22.77,1498,98,Ford
2409,Hyundai i20 Active 1.4 SX with AVN,715000,2017,4,60000,5,4,1,2,1,21.19,1396,88,Hyundai
2410,Nissan Terrano XV 110 PS,525000,2014,7,120000,5,4,1,2,2,19.01,1461,108,Nissan
2411,Maruti Zen LX,92000,2005,16,100000,5,3,1,2,2,17.3,993,60,Maruti
2412,Mercedes-Benz E-Class E 250 Elegance,1200000,2010,11,35000,5,3,1,1,2,10.93,2497,204,Mercedes-Benz
2413,Hyundai Grand i10 1.2 CRDi Asta,455000,2017,4,50000,5,4,1,2,1,24,1186,73,Hyundai
2414,Maruti Wagon R LXI Minor,140000,2009,12,96000,5,3,1,2,2,18.9,1061,67,Maruti
2415,Tata Bolt Quadrajet XM,600000,2017,4,50000,5,4,1,2,1,22.95,1248,74,Tata
2416,Hyundai Xcent 1.2 Kappa SX Option,426999,2014,7,80000,5,3,1,2,1,19.1,1197,82,Hyundai
2417,Hyundai i10 Magna 1.1L,229999,2008,13,50000,5,3,1,2,1,19.81,1086,68,Hyundai
2418,Mahindra TUV 300 T8,730000,2015,6,100000,7,4,1,2,1,18.49,1493,100,Mahindra
2419,Maruti Alto LXi BSIII,110000,2006,15,120000,5,3,1,2,3,19.7,796,46,Maruti
2420,Maruti Alto 800 LXI,305000,2016,5,60000,5,3,1,2,2,22.74,796,47,Maruti
2421,Toyota Innova 2.5 V Diesel 8-seater,350000,2007,14,376412,8,4,1,2,2,12.8,2494,102,Toyota
2422,Hyundai i10 Era,229999,2009,12,50000,5,3,1,2,2,19.81,1086,68,Hyundai
2423,Maruti Wagon R LXI CNG,459999,2018,3,70000,5,1,1,2,1,26.6,998,58,Maruti
2424,Tata Indica V2 DLE BSII,45000,2009,12,100000,5,4,1,2,2,17.2,1396,53,Tata
2425,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
2426,Ford Figo 1.2P Titanium Opt MT,512000,2016,5,10500,5,3,1,2,1,18.16,1196,86,Ford
2427,Volkswagen Polo Petrol Trendline 1.2L,310000,2012,9,40000,5,3,1,2,1,16.47,1198,73,Volkswagen
2428,Maruti Swift Dzire VDi,310000,2010,11,120000,5,4,1,2,2,19.3,1248,73,Maruti
2429,Maruti Ignis 1.2 Delta BSIV,480000,2018,3,20375,5,3,2,2,1,20.89,1197,81,Maruti
2430,Honda Jazz 1.2 V i VTEC,650000,2017,4,25000,5,3,1,2,1,18.7,1199,88,Honda
2431,Chevrolet Optra Magnum 2.0 LT,300000,2011,10,119000,5,4,1,2,2,16.52,1991,123,Chevrolet
2432,Maruti Ciaz 1.4 Alpha,720000,2018,3,25000,5,3,1,2,1,20.73,1373,91,Maruti
2433,Renault Triber RXZ BSIV,675000,2019,2,5000,7,3,1,2,1,20,999,72,Renault
2434,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
2435,Toyota Etios GD,475000,2015,6,120000,5,4,1,2,1,23.59,1364,67,Toyota
2436,Hyundai Elite i20 Asta Option Diesel,811000,2019,2,43000,5,4,1,2,1,22.54,1396,88,Hyundai
2437,Volkswagen Vento Petrol Highline,375000,2011,10,49000,5,3,1,2,1,15.04,1598,103,Volkswagen
2438,Maruti Ritz VXi,350000,2014,7,25000,5,3,1,2,1,18.5,1197,85,Maruti
2439,Mahindra Scorpio 2.6 CRDe,310000,2006,15,90000,8,4,1,2,3,10.5,2179,120,Mahindra
2440,Mahindra Bolero SLX 2WD,455000,2011,10,90000,7,4,1,2,1,13.6,2523,63,Mahindra
2441,Hyundai i10 Sportz Option,300000,2012,9,45000,5,3,1,2,1,20.36,1197,78,Hyundai
2442,Hyundai i20 1.4 CRDi Asta,350000,2011,10,100000,5,4,1,2,2,23,1396,90,Hyundai
2443,Hyundai Verna 1.6 SX,700000,2013,8,76460,5,4,1,2,1,22.32,1582,126,Hyundai
2444,Mahindra Marazzo M8,1450000,2019,2,10000,7,4,1,2,1,17.3,1497,121,Mahindra
2445,Hyundai i10 Era,300000,2011,10,30000,5,3,1,2,1,19.81,1086,68,Hyundai
2446,Chevrolet Sail Hatchback LT ABS,200000,2013,8,80000,5,4,1,2,1,22.1,1248,76,Chevrolet
2447,Fiat Linea 1.3 Active,200000,2010,11,80000,5,4,1,2,2,20.4,1248,91,Fiat
2448,Tata Indigo LX,120000,2008,13,100000,5,4,1,2,2,17,1405,70,Tata
2449,Renault Duster 85PS Diesel RxL,484999,2015,6,75000,5,4,2,2,1,19.87,1461,83,Renault
2450,Hyundai Grand i10 1.2 Kappa Sportz BSIV,550000,2019,2,10000,5,3,1,2,1,18.9,1197,81,Hyundai
2451,Maruti Wagon R VXI AMT Opt 1.2,540000,2019,2,5000,5,3,1,1,1,20.52,1197,81,Maruti
2452,Mahindra Quanto C6,225000,2013,8,90000,7,4,1,2,1,17.21,1493,100,Mahindra
2453,Mahindra Quanto C4,403000,2016,5,30000,7,4,1,2,2,17.21,1493,100,Mahindra
2454,Maruti Vitara Brezza ZDi Plus Dual Tone,800000,2016,5,90000,5,4,1,2,1,24.3,1248,88,Maruti
2455,Audi Q7 3.0 TDI Quattro,1025000,2009,12,120000,7,4,1,1,3,12.07,2967,241,Audi
2456,Hyundai i20 1.4 Sportz,670000,2017,4,80000,5,4,1,2,1,22.54,1396,88,Hyundai
2457,Tata New Safari DICOR 2.2 VX 4x2,350000,2011,10,160000,7,4,1,2,1,13.93,2179,138,Tata
2458,Maruti Alto 800 VXI,250999,2020,1,30000,5,3,1,2,1,22.05,796,47,Maruti
2459,Maruti Swift LXi BSIV,490000,2018,3,28000,5,3,2,2,1,16.1,1197,85,Maruti
2460,Mahindra Xylo D2,250000,2011,10,100000,8,4,1,2,2,13,2489,95,Mahindra
2461,Honda City 2017-2020 GXi,210000,2007,14,120000,5,3,1,2,2,17.7,1497,78,Honda
2462,Jaguar XF 2.0 Diesel Portfolio,3200000,2017,4,45000,5,4,2,1,1,19.33,1999,177,Jaguar
2463,Tata Indica Vista TDI LS,170000,2013,8,162500,5,4,1,2,1,19.4,1405,70,Tata
2464,Volkswagen Vento Diesel Highline,280000,2012,9,120000,5,4,1,2,2,20.54,1598,103,Volkswagen
2465,Chevrolet Enjoy 1.3 TCDi LS 7,420000,2016,5,110000,7,4,1,2,2,18.2,1248,73,Chevrolet
2466,Hyundai Tucson CRDi,282000,2006,15,128000,7,4,1,2,4,12.6,1991,112,Hyundai
2467,Volvo S60 D4 SUMMUM,2500000,2014,7,30000,5,4,1,1,1,9,1984,181,Volvo
2468,Maruti Zen LXi - BS III,120000,2004,17,80000,5,3,1,2,2,17.3,993,60,Maruti
2469,Tata Tiago 1.05 Revotorq XZ,540000,2018,3,33000,5,4,1,2,1,27.28,1047,69,Tata
2470,Tata Nexon 1.5 Revotorq XZ Plus,830000,2017,4,35000,5,4,1,2,1,21.5,1497,108,Tata
2471,Ford Figo 1.5D Trend MT,400000,2016,5,45217,5,4,2,2,1,25.83,1498,99,Ford
2472,Hyundai Grand i10 Sportz,411000,2015,6,25000,5,3,1,2,1,18.9,1197,82,Hyundai
2473,Ford Ecosport 1.0 Ecoboost Titanium Optional,429000,2013,8,49102,5,3,2,2,2,18.88,999,123,Ford
2474,Honda CR-V 2.4L 4WD,476999,2005,16,85000,5,3,1,2,3,11.1,2354,158,Honda
2475,Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,4,56290,5,4,2,2,1,24,1186,73,Hyundai
2476,Skoda Rapid 1.6 MPI AT Elegance,645000,2016,5,11000,5,3,2,1,1,14.3,1598,103,Skoda
2477,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,270000,2010,11,185000,7,4,1,2,1,14.8,2499,80,Chevrolet
2478,Honda Amaze S CVT Diesel BSIV,700000,2019,2,40000,5,4,1,1,1,23.8,1498,78,Honda
2479,Maruti Swift Dzire VDI,360000,2013,8,70000,5,4,1,2,3,23.4,1248,74,Maruti
2480,Mahindra Bolero 2011-2019 SLX,750000,2019,2,59872,7,4,1,2,1,15.96,2523,62,Mahindra
2481,Maruti Swift VDI BSIV,545000,2015,6,180000,5,4,1,2,1,25.2,1248,74,Maruti
2482,Maruti Alto LXi,135000,2009,12,100000,5,3,1,2,1,19.7,796,46,Maruti
2483,Renault KWID RXT,270000,2016,5,44000,5,3,1,2,1,25.17,799,53,Renault
2484,BMW X4 M Sport X xDrive20d,5500000,2019,2,8500,5,4,2,1,1,16.78,1995,190,BMW
2485,Ford Figo Titanium Diesel,325000,2013,8,158000,5,4,2,2,1,24.4,1499,98,Ford
2486,Skoda Rapid 1.5 TDI AT Style Plus,860000,2017,4,31000,5,4,2,1,1,21.66,1498,103,Skoda
2487,Ford Figo Diesel LXI,210000,2010,11,100000,5,4,1,2,2,20,1399,68,Ford
2488,Mahindra Scorpio VLX AT AIRBAG BSIV,625000,2014,7,70000,8,4,1,1,2,11.79,2179,120,Mahindra
2489,Hyundai Creta 1.6 CRDi SX Option,1250000,2017,4,90000,5,4,1,2,1,19.67,1582,126,Hyundai
2490,Skoda Octavia Classic 1.9 TDI MT,280000,2006,15,150000,5,4,1,2,3,18.7,1896,66,Skoda
2491,Renault Triber RXT BSIV,600000,2019,2,5000,7,3,1,2,1,20,999,72,Renault
2492,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,585000,2019,2,10000,5,3,1,2,1,18.78,999,75,Volkswagen
2493,Mahindra Scorpio EX,385000,2011,10,120000,8,4,1,2,2,14,2523,75,Mahindra
2494,Maruti 800 Uniq,60000,2010,11,100000,5,3,1,2,4,14,796,37,Maruti
2495,Hyundai i20 Sportz 1.4 CRDi,360000,2012,9,90000,5,4,1,2,2,21.9,1396,88,Hyundai
2496,Maruti Wagon R LXI Minor,142000,2009,12,70000,5,3,1,2,2,18.9,1061,67,Maruti
2497,Mahindra Scorpio S2 9 Seater,720000,2015,6,80000,9,4,1,2,1,15.4,2523,75,Mahindra
2498,Hyundai Getz 1.5 CRDi GVS,175000,2008,13,61000,5,4,2,2,2,17.1,1493,110,Hyundai
2499,Maruti Celerio VXI,430000,2017,4,10000,5,3,1,2,1,23.1,998,67,Maruti
2500,Maruti Swift Dzire LDIX Limited Edition,380000,2014,7,70000,5,4,1,2,2,23.4,1248,74,Maruti
2501,Volkswagen Jetta 2.0L TDI Highline AT,850000,2013,8,84000,5,4,1,1,2,16.96,1968,138,Volkswagen
2502,Hyundai Grand i10 1.2 Kappa Sportz BSIV,570000,2017,4,20000,5,3,1,2,1,18.9,1197,81,Hyundai
2503,Mercedes-Benz E-Class E250 CDI Avantgarde,2900000,2016,5,31000,5,4,2,1,1,13,2143,204,Mercedes-Benz
2504,Hyundai i20 Sportz 1.2,480000,2015,6,50000,5,3,1,2,1,18.6,1197,81,Hyundai
2505,Hyundai i20 1.4 CRDi Magna,350000,2011,10,93000,5,4,1,2,2,21.9,1396,90,Hyundai
2506,Maruti Swift Dzire VDi,180000,2009,12,144000,5,4,1,2,2,19.3,1248,73,Maruti
2507,Honda Jazz 1.2 V i VTEC,680000,2018,3,8576,5,3,2,2,1,18.7,1199,88,Honda
2508,Chevrolet Enjoy 1.3 TCDi LTZ 8,500000,2016,5,198000,8,4,1,2,1,18.2,1248,73,Chevrolet
2509,Mahindra Scorpio S3 9 Seater BSIV,900000,2018,3,60000,7,4,1,2,1,15.4,2523,75,Mahindra
2510,Mahindra XUV300 W8 Option Diesel BSIV,1200000,2019,2,15000,5,4,1,2,1,20,1497,115,Mahindra
2511,Nissan Terrano XV Premium 110 PS,555000,2014,7,80100,5,4,1,2,2,19.01,1461,108,Nissan
2512,Maruti 800 AC,80000,1999,22,26320,4,3,1,2,1,16.1,796,37,Maruti
2513,Tata Tiago 1.2 Revotron XE,252999,2016,5,45775,5,3,2,2,1,23.84,1199,84,Tata
2514,Tata Indigo CS LS (TDI) BS III,200000,2013,8,175000,5,4,1,2,2,19.09,1396,69,Tata
2515,Maruti Alto 800 LXI,270000,2018,3,20000,5,3,1,2,1,24.7,796,47,Maruti
2516,Mahindra Bolero SLE,260000,2010,11,380000,7,4,1,2,2,13.6,2523,63,Mahindra
2517,Nissan Sunny XV D,499000,2015,6,61000,5,4,2,2,2,22.71,1461,84,Nissan
2518,Renault Duster Adventure Edition RXZ AWD,650000,2016,5,80000,5,4,1,2,1,19.72,1461,108,Renault
2519,Nissan Terrano XL Plus 85 PS,509999,2013,8,170000,5,4,1,2,1,20.45,1461,83,Nissan
2520,Chevrolet Tavera Neo 3 10 Seats BSIII,509999,2015,6,197000,10,4,1,2,1,13.58,2499,72,Chevrolet
2521,Maruti Alto 800 LXI,270000,2017,4,35000,5,3,1,2,1,24.7,796,47,Maruti
2522,Tata Bolt Quadrajet XE,450000,2017,4,50000,5,4,1,2,1,22.95,1248,74,Tata
2523,Honda Amaze V Petrol BSIV,600000,2018,3,20000,5,3,1,2,1,19.5,1199,88,Honda
2524,Ford Figo Aspire Titanium,500000,2015,6,18000,5,3,2,2,2,18.5,1194,94,Ford
2525,Honda City i DTEC VX,760000,2015,6,70000,5,4,1,2,3,25.1,1498,98,Honda
2526,Maruti Wagon R VXI Optional,400000,2018,3,17500,5,3,1,2,1,20.51,998,67,Maruti
2527,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,885000,2018,3,75000,5,4,1,1,1,21.5,1498,108,Volkswagen
2528,Maruti 800 AC,100000,2012,9,30000,4,3,1,2,1,16.1,796,37,Maruti
2529,Maruti Wagon R LXI Minor,150000,2009,12,60000,5,3,1,2,2,18.9,1061,67,Maruti
2530,Hyundai i20 Asta Option 1.2,785000,2019,2,9000,5,3,2,2,1,18.6,1197,81,Hyundai
2531,Tata Tigor 1.2 Revotron XZ,459999,2018,3,50000,5,3,1,2,1,20.3,1199,84,Tata
2532,Maruti Alto K10 VXI,229999,2014,7,53473,5,3,1,2,1,23.95,998,67,Maruti
2533,Hyundai i20 2015-2017 Asta Option 1.2,650000,2016,5,29000,5,3,1,2,1,18.6,1197,81,Hyundai
2534,Toyota Etios G,300000,2011,10,110000,5,3,1,2,1,17.6,1496,88,Toyota
2535,Datsun RediGO S,280000,2018,3,50000,5,3,1,2,1,22.7,799,53,Datsun
2536,Datsun GO Plus Anniversary Edition,450000,2018,3,80000,7,3,1,2,1,20.62,1198,67,Datsun
2537,Mahindra XUV500 W10 2WD,1225000,2015,6,39000,7,4,2,2,1,16,2179,140,Mahindra
2538,Mahindra NuvoSport N8 AMT,650000,2017,4,60000,7,4,1,1,1,17.45,1493,100,Mahindra
2539,Hyundai i10 Era 1.1,131000,2010,11,80000,5,3,1,2,3,19.81,1086,68,Hyundai
2540,Maruti Baleno Delta 1.3,600000,2017,4,56000,5,4,1,2,1,27.39,1248,74,Maruti
2541,BMW 6 Series GT 630d Luxury Line,5830000,2018,3,30000,4,4,1,1,1,17.09,2993,261,BMW
2542,Renault KWID Climber 1.0 MT,330000,2017,4,20000,5,3,1,2,1,23.01,999,67,Renault
2543,Tata Sumo MKII GX BS IV,250000,2011,10,90000,7,4,1,2,2,13.55,2179,118,Tata
2544,Maruti Eeco CNG 5 Seater AC BSIV,380000,2015,6,20000,5,1,1,2,1,21.94,1196,61,Maruti
2545,Honda City i VTEC SV,575000,2015,6,9599,5,3,2,2,1,17.8,1497,117,Honda
2546,Maruti Omni E MPI STD BS IV,210000,2016,5,60000,8,3,1,2,1,16.8,796,34,Maruti
2547,Hyundai i20 1.2 Spotz,650000,2018,3,15000,5,3,1,2,1,18.6,1197,81,Hyundai
2548,Honda City i-VTEC V,325000,2011,10,40000,5,3,2,2,1,17.4,1497,117,Honda
2549,Hyundai Verna VTVT 1.6 SX,950000,2017,4,20000,5,3,1,2,1,17,1591,121,Hyundai
2550,Maruti Alto LXi,95000,2008,13,70000,5,3,1,2,1,19.7,796,46,Maruti
2551,Ford Figo 1.5D Titanium MT,365000,2015,6,105000,5,4,2,2,1,25.83,1498,99,Ford
2552,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,650000,2018,3,40000,5,4,2,2,1,20.14,1498,88,Volkswagen
2553,Maruti Alto K10 VXI,300000,2015,6,40000,5,3,1,2,1,23.95,998,67,Maruti
2554,Hyundai i10 Sportz,215000,2011,10,100000,5,3,1,2,3,20.36,1197,78,Hyundai
2555,Honda BRV i-VTEC V CVT,950000,2017,4,15000,7,3,1,1,1,15.4,1497,117,Honda
2556,Maruti Ignis 1.2 Delta BSIV,370000,2017,4,40000,5,3,1,2,1,20.89,1197,81,Maruti
2557,Maruti Swift VXI Deca,500000,2016,5,100000,5,3,1,2,1,20.4,1197,81,Maruti
2558,Tata Indigo CS LS (TDI) BS III,160000,2009,12,70000,5,4,1,2,1,19.09,1396,69,Tata
2559,Hyundai Verna 1.6 SX,475000,2011,10,80000,5,4,1,2,1,22.32,1582,126,Hyundai
2560,Renault Scala Diesel RxZ,434999,2013,8,120000,5,4,1,2,1,21.64,1461,84,Renault
2561,Maruti Alto 800 LXI,270000,2018,3,20000,5,3,1,2,1,24.7,796,47,Maruti
2562,Maruti Swift Dzire ZDi,320000,2012,9,193000,5,4,1,2,1,19.3,1248,73,Maruti
2563,Ford Figo 1.5D Trend MT,500000,2017,4,62960,5,4,2,2,1,25.83,1498,99,Ford
2564,Hyundai Verna SX,355000,2012,9,60000,5,3,2,2,1,17.7,1497,113,Hyundai
2565,Hyundai Verna CRDi,120000,2008,13,120000,5,4,1,2,2,16.8,1493,110,Hyundai
2566,Toyota Fortuner 3.0 Diesel,975000,2011,10,120000,7,4,1,2,3,11.5,2982,171,Toyota
2567,Tata Indigo LS,130000,2007,14,100000,5,4,1,2,3,16.1,1405,70,Tata
2568,Skoda Fabia 1.2L Diesel Elegance,300000,2011,10,265000,5,4,1,2,2,20.86,1199,75,Skoda
2569,Mahindra Xylo D4 BSIII,250000,2012,9,117000,8,4,1,2,1,14,2498,112,Mahindra
2570,Maruti Alto STD,129000,2008,13,60000,5,3,1,2,1,19.7,796,46,Maruti
2571,Maruti Wagon R LX BSIII,235000,2009,12,70000,5,3,1,2,2,17.3,1061,64,Maruti
2572,Audi Q5 3.0 TDI Quattro,1850000,2014,7,76131,5,4,1,1,1,13.22,2967,241,Audi
2573,Ford Fiesta 1.4 ZXi TDCi LE,250000,2010,11,110000,5,4,1,2,3,17.8,1399,68,Ford
2574,Renault Fluence Diesel E4,570000,2012,9,100000,5,4,1,2,2,21.8,1461,78,Renault
2575,Maruti Alto 800 VXI,270000,2016,5,50000,5,3,1,2,1,22.74,796,47,Maruti
2576,Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,4,56290,5,4,2,2,1,24,1186,73,Hyundai
2577,Renault KWID RXT,330000,2016,5,20000,5,3,1,2,1,25.17,799,53,Renault
2578,Toyota Etios Liva VD,550000,2015,6,40000,5,4,1,2,1,23.59,1364,67,Toyota
2579,Maruti Wagon R LXI,225000,2013,8,58343,5,3,3,2,1,21.79,998,67,Maruti
2580,Hyundai Creta 1.6 CRDi SX Option,880000,2015,6,120000,5,4,1,2,2,19.67,1582,126,Hyundai
2581,Ford Ecosport 1.5 DV5 MT Trend,515000,2016,5,68609,5,4,2,2,1,22.7,1498,89,Ford
2582,Mahindra XUV500 W9 BSIV,1575000,2019,2,18000,7,4,1,2,1,15.1,2179,152,Mahindra
2583,Maruti Ritz VXI,220000,2010,11,20000,5,3,1,2,1,21.1,1197,85,Maruti
2584,Ambassador Classic 2000 DSZ AC PS,99000,1994,27,100000,5,4,1,2,2,12.8,1995,52,Ambassador
2585,Mahindra Bolero 2011-2019 SLE,375000,2015,6,80000,7,4,1,2,1,15.96,2523,62,Mahindra
2586,Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,2017,4,9000,5,4,2,1,1,13.6,1999,177,Jaguar
2587,Tata Tigor 1.2 Revotron XT,450000,2018,3,35000,5,3,1,2,1,20.3,1199,84,Tata
2588,Maruti Alto 800 LXI,204999,2014,7,15000,5,3,1,2,2,22.74,796,47,Maruti
